date,seed,fleet,weight,policy,requests,served,expired,service_rate,mean_wait_min,p90_wait_min,mean_pickup_min,idle_share,pickup_share,passenger_share,mean_decision_ms,max_decision_ms,drain_end_min,decision_epochs,epochs_with_evaluated_alternatives,epochs_with_future_count_difference,epochs_with_higher_future_count,changed_from_same_state_baseline,evaluated_candidates,expired_no_decision_epoch_before_expiry,expired_feasible_at_least_once_but_unserved,expired_idle_but_unreachable_at_every_epoch,expired_no_idle_at_every_epoch,expired_mixed_no_idle_and_unreachable
2024-01-16,2026,8,0,baseline,57,47,10,0.8245614035087719,8.442907801418443,10.85333333333329,7.664893617021276,0.23569444444444432,0.3626475694444445,0.40165798611111125,0.009527106222026703,0.04587500006891787,136,57,0,0,0,0,0,0,6,0,0,4
2024-01-16,2026,8,3,lookahead,57,47,10,0.8245614035087719,8.442907801418443,10.85333333333329,7.664893617021276,0.23569444444444432,0.3626475694444445,0.40165798611111125,0.5990217890173785,1.913707994390279,136,57,30,3,1,0,57,0,6,0,0,4
2024-01-16,2026,8,10,lookahead,57,47,10,0.8245614035087719,8.462056737588656,11.056666666666716,7.684042553191489,0.23475694444444423,0.3635850694444445,0.40165798611111125,0.6183984029727677,1.879041999927722,136,57,30,3,1,1,59,0,6,0,0,4
2024-01-16,2027,8,0,baseline,57,47,10,0.8245614035087719,8.328368794326243,10.633333333333294,7.656737588652482,0.23609374999999974,0.3622482638888889,0.40165798611111125,0.00923684223252757,0.03570900298655033,136,57,0,0,0,0,0,0,3,0,0,7
2024-01-16,2027,8,3,lookahead,57,47,10,0.8245614035087719,8.328368794326243,10.633333333333294,7.656737588652482,0.23609374999999974,0.3622482638888889,0.40165798611111125,0.6289378759806583,2.114333998179063,136,57,30,3,1,0,60,0,3,0,0,7
2024-01-16,2027,8,10,lookahead,57,47,10,0.8245614035087719,8.392198581560287,10.703333333333367,7.656737588652482,0.23609374999999974,0.3622482638888889,0.40165798611111125,0.6163183921411733,1.963624992640689,136,56,30,3,1,1,62,0,3,0,0,7
2024-01-17,2026,8,0,baseline,103,60,43,0.5825242718446602,9.388888888888912,11.442499999999988,7.126944444444445,0.09317708333333315,0.4210850694444445,0.4857378472222223,0.011612306069207167,0.19562500528991222,145,62,0,0,0,0,0,0,25,0,0,18
2024-01-17,2026,8,3,lookahead,103,60,43,0.5825242718446602,9.388888888888912,11.442499999999988,7.126944444444445,0.09317708333333315,0.4210850694444445,0.4857378472222223,0.5600558060611929,2.415708004264161,145,62,11,0,0,0,32,0,25,0,0,18
2024-01-17,2026,8,10,lookahead,103,60,43,0.5825242718446602,9.388888888888912,11.442499999999988,7.126944444444445,0.09317708333333315,0.4210850694444445,0.4857378472222223,0.5625867260894137,2.3712919937679544,145,62,11,0,0,0,32,0,25,0,0,18
2024-01-17,2027,8,0,baseline,103,59,44,0.5728155339805825,9.328248587570641,11.291666666666668,7.235310734463277,0.08869791666666658,0.4240364583333333,0.48726562500000004,0.008486553381841917,0.034500000765547156,145,65,0,0,0,0,0,0,32,0,0,12
2024-01-17,2027,8,3,lookahead,103,59,44,0.5728155339805825,9.328248587570641,11.291666666666668,7.235310734463277,0.08869791666666658,0.4240364583333333,0.48726562500000004,0.54380649212712,2.5141249934677035,145,65,10,1,0,0,30,0,32,0,0,12
2024-01-17,2027,8,10,lookahead,103,59,44,0.5728155339805825,9.328248587570641,11.291666666666668,7.235310734463277,0.08869791666666658,0.4240364583333333,0.48726562500000004,0.5349813689603112,2.5185000122291967,145,65,10,1,0,0,30,0,32,0,0,12
2024-01-16,2026,12,0,baseline,57,55,2,0.9649122807017544,7.790757575757577,9.183333333333422,7.338030303030303,0.41112847222222215,0.27291666666666664,0.3159548611111112,0.010998463459635297,0.044083004468120635,134,52,0,0,0,0,0,0,1,0,0,1
2024-01-16,2026,12,3,lookahead,57,55,2,0.9649122807017544,7.790757575757577,9.183333333333422,7.338030303030303,0.41112847222222215,0.27291666666666664,0.3159548611111112,1.577694596142884,3.9267079991986975,134,52,44,0,0,0,194,0,1,0,0,1
2024-01-16,2026,12,10,lookahead,57,55,2,0.9649122807017544,7.790757575757577,9.183333333333422,7.338030303030303,0.41112847222222215,0.27291666666666664,0.3159548611111112,1.5735392704440387,4.35858299897518,134,52,44,0,0,0,194,0,1,0,0,1
2024-01-16,2027,12,0,baseline,57,55,2,0.9649122807017544,7.700454545454546,9.174999999999898,7.247727272727272,0.41457754629629623,0.2694675925925926,0.3159548611111112,0.010769999789772555,0.027165995561517775,134,52,0,0,0,0,0,0,1,0,0,1
2024-01-16,2027,12,3,lookahead,57,55,2,0.9649122807017544,7.700454545454546,9.174999999999898,7.247727272727272,0.41457754629629623,0.2694675925925926,0.3159548611111112,1.5449214420536568,3.5934579937020317,134,52,44,0,0,0,201,0,1,0,0,1
2024-01-16,2027,12,10,lookahead,57,55,2,0.9649122807017544,7.700454545454546,9.174999999999898,7.247727272727272,0.41457754629629623,0.2694675925925926,0.3159548611111112,1.5391706913830534,3.8312910037348047,134,52,44,0,0,0,201,0,1,0,0,1
2024-01-17,2026,12,0,baseline,103,79,24,0.7669902912621359,8.726898734177233,11.256666666666712,7.511919831223628,0.1706076388888887,0.3939236111111112,0.4354687500000001,0.009843636252735924,0.04991699825040996,141,77,0,0,0,0,0,0,14,0,0,10
2024-01-17,2026,12,3,lookahead,103,79,24,0.7669902912621359,8.726898734177233,11.256666666666712,7.511919831223628,0.1706076388888887,0.3939236111111112,0.4354687500000001,0.8802722083849155,4.239667003275827,141,77,38,0,0,0,104,0,14,0,0,10
2024-01-17,2026,12,10,lookahead,103,79,24,0.7669902912621359,8.726898734177233,11.256666666666712,7.511919831223628,0.1706076388888887,0.3939236111111112,0.4354687500000001,0.890778116095666,4.477875001612119,141,77,38,0,0,0,104,0,14,0,0,10
2024-01-17,2027,12,0,baseline,103,79,24,0.7669902912621359,8.883333333333347,11.11999999999999,7.75548523206751,0.15210069444444418,0.4046122685185186,0.4432870370370372,0.009643403411080892,0.05254200368653983,144,77,0,0,0,0,0,0,14,0,0,10
2024-01-17,2027,12,3,lookahead,103,80,23,0.7766990291262136,8.796250000000013,10.940833333333407,7.6189583333333335,0.14895254629629615,0.40241319444444457,0.4486342592592593,0.8833783699441956,4.386500004329719,144,73,32,1,1,1,97,0,14,0,0,9
2024-01-17,2027,12,10,lookahead,103,80,23,0.7766990291262136,8.796250000000013,10.940833333333407,7.6189583333333335,0.14895254629629615,0.40241319444444457,0.4486342592592593,0.8796923020408067,4.584791007800959,144,73,32,1,1,1,97,0,14,0,0,9
