date,seed,fleet,weight,policy,requests,served,expired,service_rate,mean_wait_min,p90_wait_min,mean_pickup_min,idle_share,pickup_share,passenger_share,mean_decision_ms,max_decision_ms,drain_end_min,decision_epochs,epochs_with_evaluated_alternatives,epochs_with_future_count_difference,epochs_with_higher_future_count,changed_from_same_state_baseline,evaluated_candidates,expired_no_decision_epoch_before_expiry,expired_feasible_at_least_once_but_unserved,expired_idle_but_unreachable_at_every_epoch,expired_no_idle_at_every_epoch,expired_mixed_no_idle_and_unreachable
2024-01-16,2026,8,0,baseline,57,24,33,0.42105263157894735,6.8409722222222324,7.489166666666712,6.375694444444444,0.6214236111111112,0.15939236111111107,0.21918402777777776,0.011254526076040097,0.08379199425689876,128,112,0,0,0,0,0,0,0,33,0,0
2024-01-16,2026,8,3,lookahead,57,24,33,0.42105263157894735,6.8409722222222324,7.489166666666712,6.375694444444444,0.6214236111111112,0.15939236111111107,0.21918402777777776,0.18625113456697104,1.7082920094253495,128,112,11,1,1,0,16,0,0,33,0,0
