date,seed,fleet,weight,policy,requests,served,expired,service_rate,mean_wait_min,p90_wait_min,mean_pickup_min,idle_share,pickup_share,passenger_share,mean_decision_ms,max_decision_ms,drain_end_min,decision_epochs,epochs_with_evaluated_alternatives,epochs_with_future_count_difference,epochs_with_higher_future_count,changed_from_same_state_baseline,evaluated_candidates,expired_no_decision_epoch_before_expiry,expired_feasible_at_least_once_but_unserved,expired_idle_but_unreachable_at_every_epoch,expired_no_idle_at_every_epoch,expired_mixed_no_idle_and_unreachable
2024-01-16,2026,8,0,baseline,57,47,10,0.8245614035087719,8.442907801418443,10.85333333333329,7.664893617021276,0.23569444444444432,0.3626475694444445,0.40165798611111125,0.008639614016079065,0.028959009796380997,136,57,0,0,0,0,0,0,6,0,0,4
2024-01-16,2026,8,3,lookahead,57,47,10,0.8245614035087719,8.442907801418443,10.85333333333329,7.664893617021276,0.23569444444444432,0.3626475694444445,0.40165798611111125,0.6862398256903122,3.9885830046841875,136,57,30,3,1,0,57,0,6,0,0,4
2024-01-16,2026,8,10,lookahead,57,47,10,0.8245614035087719,8.462056737588656,11.056666666666716,7.684042553191489,0.23475694444444423,0.3635850694444445,0.40165798611111125,0.5932017186096984,1.8540420132922009,136,57,30,3,1,1,59,0,6,0,0,4
2024-01-16,2027,8,0,baseline,57,47,10,0.8245614035087719,8.328368794326243,10.633333333333294,7.656737588652482,0.23609374999999974,0.3622482638888889,0.40165798611111125,0.008251472057676628,0.01983399852178991,136,57,0,0,0,0,0,0,3,0,0,7
2024-01-16,2027,8,3,lookahead,57,47,10,0.8245614035087719,8.328368794326243,10.633333333333294,7.656737588652482,0.23609374999999974,0.3622482638888889,0.40165798611111125,0.6092200515252587,2.3438749922206625,136,57,30,3,1,0,60,0,3,0,0,7
2024-01-16,2027,8,10,lookahead,57,47,10,0.8245614035087719,8.392198581560287,10.703333333333367,7.656737588652482,0.23609374999999974,0.3622482638888889,0.40165798611111125,0.6170513580790222,2.101040998240933,136,56,30,3,1,1,62,0,3,0,0,7
2024-01-17,2026,8,0,baseline,103,60,43,0.5825242718446602,9.388888888888912,11.442499999999988,7.126944444444445,0.09317708333333315,0.4210850694444445,0.4857378472222223,0.013426709507081297,0.2671249967534095,145,62,0,0,0,0,0,0,25,0,0,18
2024-01-17,2026,8,3,lookahead,103,60,43,0.5825242718446602,9.388888888888912,11.442499999999988,7.126944444444445,0.09317708333333315,0.4210850694444445,0.4857378472222223,0.5470094512284343,2.212167004472576,145,62,11,0,0,0,32,0,25,0,0,18
2024-01-17,2026,8,10,lookahead,103,60,43,0.5825242718446602,9.388888888888912,11.442499999999988,7.126944444444445,0.09317708333333315,0.4210850694444445,0.4857378472222223,0.545260789588229,2.2124590032035485,145,62,11,0,0,0,32,0,25,0,0,18
2024-01-17,2027,8,0,baseline,103,59,44,0.5728155339805825,9.328248587570641,11.291666666666668,7.235310734463277,0.08869791666666658,0.4240364583333333,0.48726562500000004,0.009117278162963115,0.0372079957742244,145,65,0,0,0,0,0,0,32,0,0,12
2024-01-17,2027,8,3,lookahead,103,59,44,0.5728155339805825,9.328248587570641,11.291666666666668,7.235310734463277,0.08869791666666658,0.4240364583333333,0.48726562500000004,0.5082736915658013,2.1861669956706464,145,65,10,1,0,0,30,0,32,0,0,12
2024-01-17,2027,8,10,lookahead,103,59,44,0.5728155339805825,9.328248587570641,11.291666666666668,7.235310734463277,0.08869791666666658,0.4240364583333333,0.48726562500000004,0.5165660785188755,2.4124170013237745,145,65,10,1,0,0,30,0,32,0,0,12
2024-01-16,2026,12,0,baseline,57,55,2,0.9649122807017544,7.790757575757577,9.183333333333422,7.338030303030303,0.41112847222222215,0.27291666666666664,0.3159548611111112,0.010492807072855962,0.022791005903854966,134,52,0,0,0,0,0,0,1,0,0,1
2024-01-16,2026,12,3,lookahead,57,55,2,0.9649122807017544,7.790757575757577,9.183333333333422,7.338030303030303,0.41112847222222215,0.27291666666666664,0.3159548611111112,1.5283846153649323,3.382458002306521,134,52,44,0,0,0,194,0,1,0,0,1
