time,idle_drivers,pending_requests,feasible_pairs,baseline_matches,evaluated_candidates,candidates_with_different_future_count,candidates_with_higher_future_count,baseline_future_count,selected_future_count,accepted_improvements,changed_from_same_state_baseline,score_gain
1,12,1,12,1,0,0,0,,,0,False,0.0
3,11,1,11,1,0,0,0,,,0,False,0.0
4,10,1,9,1,0,0,0,,,0,False,0.0
5,9,1,9,1,0,0,0,,,0,False,0.0
6,8,1,6,1,0,0,0,,,0,False,0.0
10,7,2,12,2,0,0,0,,,0,False,0.0
13,6,1,6,1,0,0,0,,,0,False,0.0
15,5,1,5,1,0,0,0,,,0,False,0.0
16,4,2,5,2,0,0,0,,,0,False,0.0
19,3,1,3,1,0,0,0,,,0,False,0.0
20,3,1,3,1,0,0,0,,,0,False,0.0
21,2,2,4,2,0,0,0,,,0,False,0.0
24,1,3,3,1,0,0,0,,,0,False,0.0
25,1,4,4,1,0,0,0,,,0,False,0.0
28,1,6,2,1,0,0,0,,,0,False,0.0
29,1,5,2,1,0,0,0,,,0,False,0.0
30,1,4,1,1,0,0,0,,,0,False,0.0
31,1,5,2,1,0,0,0,,,0,False,0.0
34,1,5,1,1,0,0,0,,,0,False,0.0
35,1,4,0,0,0,0,0,,,0,False,0.0
36,3,5,5,2,0,0,0,,,0,False,0.0
37,1,2,0,0,0,0,0,,,0,False,0.0
38,1,3,1,1,0,0,0,,,0,False,0.0
39,1,2,0,0,0,0,0,,,0,False,0.0
40,2,2,0,0,0,0,0,,,0,False,0.0
41,3,2,0,0,0,0,0,,,0,False,0.0
42,4,3,5,2,0,0,0,,,0,False,0.0
44,2,1,2,1,0,0,0,,,0,False,0.0
46,4,1,4,1,0,0,0,,,0,False,0.0
47,3,1,3,1,0,0,0,,,0,False,0.0
48,2,1,2,1,0,0,0,,,0,False,0.0
49,1,3,3,1,0,0,0,,,0,False,0.0
50,1,2,2,1,0,0,0,,,0,False,0.0
52,1,1,0,0,0,0,0,,,0,False,0.0
53,1,2,1,1,0,0,0,,,0,False,0.0
55,2,2,2,1,0,0,0,,,0,False,0.0
56,1,5,2,1,0,0,0,,,0,False,0.0
57,1,5,2,1,0,0,0,,,0,False,0.0
59,1,7,1,1,0,0,0,,,0,False,0.0
61,1,8,6,1,0,0,0,,,0,False,0.0
63,2,10,2,1,0,0,0,,,0,False,0.0
64,2,9,0,0,0,0,0,,,0,False,0.0
65,3,9,2,1,0,0,0,,,0,False,0.0
66,2,10,4,2,0,0,0,,,0,False,0.0
68,2,9,5,2,0,0,0,,,0,False,0.0
69,1,7,1,1,0,0,0,,,0,False,0.0
72,1,7,3,1,0,0,0,,,0,False,0.0
73,3,7,7,3,0,0,0,,,0,False,0.0
76,1,5,1,1,0,0,0,,,0,False,0.0
77,1,5,1,1,0,0,0,,,0,False,0.0
80,1,8,2,1,0,0,0,,,0,False,0.0
84,2,11,7,2,0,0,0,,,0,False,0.0
86,1,9,3,1,0,0,0,,,0,False,0.0
87,1,10,3,1,0,0,0,,,0,False,0.0
89,2,11,6,2,0,0,0,,,0,False,0.0
90,1,8,0,0,0,0,0,,,0,False,0.0
91,3,6,2,1,0,0,0,,,0,False,0.0
92,2,6,2,1,0,0,0,,,0,False,0.0
93,2,4,2,1,0,0,0,,,0,False,0.0
94,2,3,0,0,0,0,0,,,0,False,0.0
95,2,4,2,1,0,0,0,,,0,False,0.0
96,1,2,0,0,0,0,0,,,0,False,0.0
97,2,2,2,1,0,0,0,,,0,False,0.0
98,1,2,1,1,0,0,0,,,0,False,0.0
101,4,1,2,1,0,0,0,,,0,False,0.0
102,3,1,3,1,0,0,0,,,0,False,0.0
103,2,1,2,1,0,0,0,,,0,False,0.0
107,3,1,2,1,0,0,0,,,0,False,0.0
108,3,1,3,1,0,0,0,,,0,False,0.0
109,2,1,1,1,0,0,0,,,0,False,0.0
112,4,1,4,1,0,0,0,,,0,False,0.0
113,3,2,3,1,0,0,0,,,0,False,0.0
114,2,2,2,1,0,0,0,,,0,False,0.0
115,3,1,1,1,0,0,0,,,0,False,0.0
116,3,2,4,2,0,0,0,,,0,False,0.0
119,3,1,3,1,0,0,0,,,0,False,0.0
120,2,1,2,1,0,0,0,,,0,False,0.0
