date,seed,fleet,weight,policy,requests,served,expired,service_rate,mean_wait_min,p90_wait_min,mean_pickup_min,idle_share,pickup_share,passenger_share,mean_decision_ms,max_decision_ms,drain_end_min,decision_epochs,epochs_with_evaluated_alternatives,epochs_with_future_count_difference,epochs_with_higher_future_count,changed_from_same_state_baseline,evaluated_candidates,expired_no_decision_epoch_before_expiry,expired_feasible_at_least_once_but_unserved,expired_idle_but_unreachable_at_every_epoch,expired_no_idle_at_every_epoch,expired_mixed_no_idle_and_unreachable
2024-01-16,2026,8,0,baseline,57,24,33,0.42105263157894735,6.8409722222222324,7.489166666666712,6.375694444444444,0.6214236111111112,0.15939236111111107,0.21918402777777776,0.01200143755600688,0.04620799154508859,128,112,0,0,0,0,0,0,0,33,0,0
2024-01-16,2026,8,3,lookahead,57,24,33,0.42105263157894735,6.8409722222222324,7.489166666666712,6.375694444444444,0.6214236111111112,0.15939236111111107,0.21918402777777776,0.18657472277742013,2.280083004734479,128,112,11,1,1,0,16,0,0,33,0,0
2024-01-16,2026,8,10,lookahead,57,25,32,0.43859649122807015,6.896666666666673,7.496666666666646,6.426,0.6047048611111111,0.16734374999999996,0.2279513888888889,0.20607992750277893,1.4216669951565564,128,111,11,2,2,2,20,0,0,32,0,0
2024-01-16,2027,8,0,baseline,57,22,35,0.38596491228070173,6.854545454545461,7.49083333333342,6.374242424242424,0.643671875,0.14607638888888885,0.21025173611111111,0.013579162171211195,0.15862500004004687,125,111,0,0,0,0,0,0,0,35,0,0
2024-01-16,2027,8,3,lookahead,57,22,35,0.38596491228070173,6.854545454545461,7.49083333333342,6.374242424242424,0.643671875,0.14607638888888885,0.21025173611111111,0.16575191916713305,1.6662499983794987,125,111,6,1,1,0,12,0,0,35,0,0
2024-01-16,2027,8,10,lookahead,57,23,34,0.40350877192982454,6.91449275362319,7.845000000000105,6.428985507246376,0.626953125,0.1540277777777778,0.21901909722222224,0.19151654012127872,2.4443750007776543,125,111,7,2,2,2,20,0,0,34,0,0
2024-01-17,2026,8,0,baseline,103,29,74,0.2815533980582524,7.137356321839102,7.860000000000025,6.775862068965517,0.5755989583333334,0.2006510416666666,0.22375,0.01448912729438956,0.09649999265093356,135,126,0,0,0,0,0,0,2,72,0,0
2024-01-17,2026,8,3,lookahead,103,35,68,0.33980582524271846,7.182619047619073,7.855000000000027,6.799285714285714,0.4979774305555556,0.23711805555555548,0.26490451388888897,0.2447539835702628,2.9011250007897615,141,125,18,4,3,3,42,0,1,67,0,0
2024-01-17,2026,8,10,lookahead,103,35,68,0.33980582524271846,7.182619047619073,7.855000000000027,6.799285714285714,0.4979774305555556,0.23711805555555548,0.26490451388888897,0.22222405497450382,2.5526669924147427,141,125,18,4,3,3,42,0,1,67,0,0
2024-01-17,2027,8,0,baseline,103,30,73,0.2912621359223301,7.1872222222222435,7.8591666666666935,6.813888888888889,0.5579427083333334,0.2088975694444444,0.23315972222222225,0.013599580034635784,0.05025000427849591,135,126,0,0,0,0,0,0,2,71,0,0
2024-01-17,2027,8,3,lookahead,103,31,72,0.30097087378640774,7.145161290322602,7.858333333333363,6.760752688172043,0.5579427083333334,0.20754340277777772,0.23451388888888894,0.2123522562906146,2.4286249972647056,141,125,16,2,2,1,41,0,2,70,0,0
2024-01-17,2027,8,10,lookahead,103,35,68,0.33980582524271846,7.198333333333358,7.855000000000027,6.800714285714285,0.4963802083333334,0.23717013888888877,0.2664496527777779,0.22149633651133627,2.6691250095609576,141,125,21,2,1,1,40,0,1,67,0,0
2024-01-16,2026,12,0,baseline,57,27,30,0.47368421052631576,6.784876543209883,7.368333333333348,6.312654320987654,0.7137731481481483,0.1183622685185185,0.16786458333333332,0.02117497245529415,0.3261250094510615,128,111,0,0,0,0,0,0,0,30,0,0
2024-01-16,2026,12,3,lookahead,57,27,30,0.47368421052631576,6.854012345679019,7.521666666666696,6.38179012345679,0.7124768518518518,0.1196585648148148,0.16786458333333332,0.3281677471366837,3.960665999329649,128,111,22,6,3,2,45,0,0,30,0,0
2024-01-16,2026,12,10,lookahead,57,28,29,0.49122807017543857,6.903273809523812,7.579166666666613,6.426488095238095,0.7013310185185185,0.12495949074074068,0.17370949074074074,0.3252469819430685,3.2395420130342245,128,110,22,7,4,4,55,0,0,29,0,0
2024-01-16,2027,12,0,baseline,57,26,31,0.45614035087719296,6.771794871794879,7.387499999999996,6.301282051282051,0.7259722222222222,0.11377314814814811,0.16025462962962964,0.014391215937631624,0.02983299782499671,128,111,0,0,0,0,0,0,0,31,0,0
2024-01-16,2027,12,3,lookahead,57,26,31,0.45614035087719296,6.771794871794879,7.387499999999996,6.301282051282051,0.7259722222222222,0.11377314814814811,0.16025462962962964,0.2309185756120814,2.280332992086187,128,111,16,3,1,0,28,0,0,31,0,0
2024-01-16,2027,12,10,lookahead,57,27,30,0.47368421052631576,6.8259259259259295,7.48666666666665,6.350617283950617,0.7148263888888888,0.11907407407407404,0.16609953703703706,0.26584051798140124,3.600584008381702,128,110,16,4,2,2,40,0,0,30,0,0
2024-01-17,2026,12,0,baseline,103,40,63,0.3883495145631068,7.009583333333358,7.834999999999972,6.589583333333334,0.6125173611111111,0.17586226851851844,0.21162037037037046,0.016943295719102025,0.06816600216552615,141,125,0,0,0,0,0,0,1,62,0,0
2024-01-17,2026,12,3,lookahead,103,42,61,0.4077669902912621,6.961904761904785,7.783333333333417,6.5134920634920634,0.5865567129629629,0.1834201388888888,0.23002314814814823,0.3567989995935932,4.154583002673462,141,125,22,3,2,2,86,0,0,61,0,0
2024-01-17,2026,12,10,lookahead,103,42,61,0.4077669902912621,6.961904761904785,7.783333333333417,6.5134920634920634,0.5865567129629629,0.1834201388888888,0.23002314814814823,0.36046496010385454,4.30141699325759,141,125,22,3,2,2,86,0,0,61,0,0
2024-01-17,2027,12,0,baseline,103,40,63,0.3883495145631068,7.127708333333352,7.850833333333357,6.670208333333333,0.6154918981481481,0.1781018518518518,0.20640625,0.016537336283363402,0.04779199662152678,141,125,0,0,0,0,0,0,1,62,0,0
2024-01-17,2027,12,3,lookahead,103,41,62,0.39805825242718446,7.148983739837417,7.850000000000023,6.691260162601626,0.603449074074074,0.18333333333333326,0.21321759259259265,0.3746846081921831,3.1816249975236133,141,125,23,4,3,2,89,0,1,61,0,0
2024-01-17,2027,12,10,lookahead,103,42,61,0.4077669902912621,7.190674603174623,7.846666666666691,6.721230158730158,0.5911168981481482,0.18885416666666657,0.2200289351851853,0.3959799993317574,3.658292000181973,141,125,25,5,4,4,96,0,1,60,0,0
