time,idle_drivers,pending_requests,feasible_pairs,baseline_matches,evaluated_candidates,candidates_with_different_future_count,candidates_with_higher_future_count,baseline_future_count,selected_future_count,accepted_improvements,changed_from_same_state_baseline,score_gain
1,8,1,3,1,2,0,0,4.5,4.5,0,False,0.0
3,7,1,0,0,0,0,0,,,0,False,0.0
4,7,2,0,0,0,0,0,,,0,False,0.0
5,7,3,2,1,2,1,1,3.5,4,1,True,4.199999999999999
6,6,3,1,1,0,0,0,2.5,2.5,0,False,0.0
7,5,2,0,0,0,0,0,,,0,False,0.0
8,5,2,0,0,0,0,0,,,0,False,0.0
9,5,2,0,0,0,0,0,,,0,False,0.0
10,5,4,0,0,0,0,0,,,0,False,0.0
11,5,3,0,0,0,0,0,,,0,False,0.0
12,5,2,0,0,0,0,0,,,0,False,0.0
13,6,3,0,0,0,0,0,,,0,False,0.0
14,6,3,0,0,0,0,0,,,0,False,0.0
15,6,4,6,1,10,7,7,2,3,1,True,9.100000000000001
16,5,5,0,0,0,0,0,,,0,False,0.0
17,5,5,0,0,0,0,0,,,0,False,0.0
18,5,3,0,0,0,0,0,,,0,False,0.0
19,6,4,3,1,4,1,1,2.5,3,1,True,4.566666666666666
20,5,4,1,1,0,0,0,3.5,3.5,0,False,0.0
21,4,4,0,0,0,0,0,,,0,False,0.0
22,5,4,0,0,0,0,0,,,0,False,0.0
23,5,4,0,0,0,0,0,,,0,False,0.0
24,5,5,0,0,0,0,0,,,0,False,0.0
25,5,7,1,1,0,0,0,3,3,0,False,0.0
26,4,7,0,0,0,0,0,,,0,False,0.0
27,4,8,0,0,0,0,0,,,0,False,0.0
28,4,9,0,0,0,0,0,,,0,False,0.0
29,4,7,0,0,0,0,0,,,0,False,0.0
30,4,7,0,0,0,0,0,,,0,False,0.0
31,4,9,0,0,0,0,0,,,0,False,0.0
32,5,6,0,0,0,0,0,,,0,False,0.0
33,5,6,1,1,0,0,0,3,3,0,False,0.0
34,4,4,0,0,0,0,0,,,0,False,0.0
35,5,3,0,0,0,0,0,,,0,False,0.0
36,6,4,1,1,0,0,0,3,3,0,False,0.0
37,5,4,0,0,0,0,0,,,0,False,0.0
38,5,5,0,0,0,0,0,,,0,False,0.0
39,5,3,0,0,0,0,0,,,0,False,0.0
40,5,3,0,0,0,0,0,,,0,False,0.0
41,5,3,0,0,0,0,0,,,0,False,0.0
42,5,4,0,0,0,0,0,,,0,False,0.0
43,6,4,0,0,0,0,0,,,0,False,0.0
44,6,4,0,0,0,0,0,,,0,False,0.0
45,6,3,0,0,0,0,0,,,0,False,0.0
46,6,3,1,1,0,0,0,3,3,0,False,0.0
47,5,3,0,0,0,0,0,,,0,False,0.0
48,5,4,0,0,0,0,0,,,0,False,0.0
49,5,7,0,0,0,0,0,,,0,False,0.0
50,6,6,0,0,0,0,0,,,0,False,0.0
51,6,6,0,0,0,0,0,,,0,False,0.0
52,6,5,0,0,0,0,0,,,0,False,0.0
53,6,6,0,0,0,0,0,,,0,False,0.0
54,7,7,5,1,4,0,0,4.5,4.5,0,False,0.0
55,6,5,0,0,0,0,0,,,0,False,0.0
56,6,8,2,1,1,0,0,3.5,3.5,0,False,0.0
57,5,5,4,1,3,0,0,4.5,4.5,0,False,0.0
58,4,6,0,0,0,0,0,,,0,False,0.0
59,4,7,1,1,0,0,0,5.5,5.5,0,False,0.0
60,4,7,1,1,0,0,0,6,6,0,False,0.0
61,3,7,3,1,2,0,0,5,5,0,False,0.0
62,2,8,0,0,0,0,0,,,0,False,0.0
63,2,9,0,0,0,0,0,,,0,False,0.0
64,2,6,0,0,0,0,0,,,0,False,0.0
65,2,6,0,0,0,0,0,,,0,False,0.0
66,2,6,0,0,0,0,0,,,0,False,0.0
67,2,7,0,0,0,0,0,,,0,False,0.0
68,2,9,0,0,0,0,0,,,0,False,0.0
69,2,8,0,0,0,0,0,,,0,False,0.0
70,2,7,2,1,1,0,0,5.5,5.5,0,False,0.0
71,1,6,0,0,0,0,0,,,0,False,0.0
