max_wait_minutes,fleet,selected_weight,baseline_service_rate,lookahead_service_rate,service_gain_pp,wait_change_seconds,idle_change_pp
8,8,10.0,0.3074866310160428,0.3449197860962567,3.7433155080213885,1.876541961577196,-3.7241030092592498
8,12,10.0,0.4171122994652406,0.46524064171123,4.812834224598939,2.2391688771001306,-3.161072530864195
10,8,0.0,0.6443850267379679,0.6443850267379679,0.0,0.0,0.0
10,12,0.0,0.8368983957219251,0.8368983957219251,0.0,0.0,0.0
12,8,0.0,0.6978609625668449,0.6978609625668449,0.0,0.0,0.0
12,12,3.0,0.893048128342246,0.8983957219251337,0.5347593582887722,-0.5404904476759853,-0.4434799382716126
