id,arrival,origin,destination
5035326,0.4333333333332803,161,164
4991182,2.966666666666697,163,161
5012236,4.849999999999909,170,162
5029665,6.099999999999909,163,164
5006314,7.633333333333439,164,161
5023607,9.61666666666656,164,170
5033984,10.549999999999955,161,170
5008477,10.983333333333348,161,164
5012799,12.349999999999909,163,161
5014352,12.433333333333394,233,164
5001896,12.683333333333394,164,233
5007790,14.433333333333394,164,161
5011619,16.09999999999991,162,163
4992831,16.333333333333258,162,161
4999059,19.90000000000009,161,170
5015951,25.11666666666656,161,161
5026923,26.48333333333335,170,164
5030215,27.783333333333303,233,162
5008939,28.15000000000009,163,161
5000814,29.40000000000009,161,161
5027216,29.75,163,161
5010615,29.816666666666606,170,233
5032379,31.566666666666606,164,233
5011279,32.36666666666656,161,161
5003092,33.0333333333333,164,164
5013678,33.4666666666667,161,233
4998260,33.65000000000009,161,161
5024964,36.58333333333326,162,161
5005416,38.61666666666656,233,163
4999333,38.63333333333344,164,170
5016109,39.25,164,162
5021179,40.11666666666656,161,170
5001179,41.5,161,233
5025098,42.13333333333344,164,161
5015312,43.08333333333326,163,161
5021906,44.799999999999955,164,233
5043224,49.450000000000045,162,161
4994084,50.38333333333344,170,164
4999095,50.950000000000045,233,163
5016291,51.433333333333394,170,170
5045094,52.450000000000045,162,164
4997734,52.566666666666606,162,161
5011464,53.65000000000009,233,170
5003279,54.433333333333394,233,162
5042126,57.316666666666606,161,163
5062020,58.0333333333333,162,170
5049900,60.48333333333335,162,164
5051356,62.36666666666656,161,161
5061973,62.933333333333394,163,164
5043793,63.01666666666665,163,161
5075834,65.91666666666674,162,162
5048115,66.95000000000005,162,161
5057167,67.3166666666666,161,170
5042124,70.84999999999991,162,161
5044468,76.61666666666656,162,170
5060903,77.1833333333334,164,161
5046626,77.79999999999995,233,164
5071938,79.33333333333326,163,161
5050340,79.7833333333333,161,164
5040553,80.01666666666665,161,170
5058709,83.33333333333326,233,233
5053490,84.0666666666666,161,162
5056728,89.48333333333335,164,164
5045347,90.09999999999991,164,161
5076771,90.29999999999995,162,233
5060369,91.34999999999991,161,170
5053389,93.70000000000005,164,170
5069687,94.09999999999991,161,163
5046451,94.2833333333333,161,162
5064927,95.41666666666674,161,170
5049697,96.15000000000009,162,164
5079815,99.45000000000005,162,170
5037446,99.73333333333335,162,170
5044428,99.90000000000009,162,170
5053968,100.70000000000005,163,163
5065051,101.59999999999991,163,164
5062023,102.09999999999991,162,162
5048117,104.26666666666665,161,170
5053101,106.38333333333344,161,233
5051054,108.2833333333333,161,170
5054252,109.11666666666656,162,162
5059982,111.01666666666665,233,170
5067186,111.38333333333344,161,162
5097954,114.29999999999995,233,161
5100613,117.75,170,164
5103655,118.0,170,164
