id,arrival,origin,destination
2601360,0.9500000000000455,162,164
2596971,1.6000000000000227,164,161
2574324,7.783333333333303,163,164
2610843,9.799999999999955,163,161
2572851,12.183333333333394,162,163
2581084,12.766666666666652,170,161
2574033,14.950000000000045,170,164
2576462,15.166666666666742,162,170
2572939,17.65000000000009,164,170
2572342,20.183333333333394,170,162
2576301,20.716666666666697,163,170
2594238,23.566666666666606,164,233
2588291,24.09999999999991,170,170
2580059,24.36666666666656,161,162
2588165,27.48333333333335,161,164
2592149,29.299999999999955,163,162
2584811,30.73333333333335,233,170
2598172,35.316666666666606,170,162
2587285,38.08333333333326,161,161
2577994,41.700000000000045,233,164
2600448,43.48333333333335,161,233
2580503,44.34999999999991,161,161
2586062,51.58333333333326,162,162
2631091,58.683333333333394,233,162
2641432,61.549999999999955,164,161
2616304,63.4666666666667,162,163
2649028,63.700000000000045,163,161
2627720,68.36666666666656,163,164
2619358,70.86666666666656,164,161
2627866,73.7833333333333,163,163
2626924,77.29999999999995,170,161
2617712,78.75,161,164
2633760,79.7166666666667,161,170
2645985,82.08333333333326,164,161
2634393,83.66666666666674,161,170
2632484,85.2166666666667,164,170
2641708,85.66666666666674,233,164
2629568,94.1833333333334,162,163
2645666,95.25,164,170
2652125,96.63333333333344,161,164
2643547,100.33333333333326,164,161
2625506,101.5,170,162
2623127,103.23333333333335,163,164
2617130,104.91666666666674,162,162
2643826,106.83333333333326,161,233
2651290,107.9666666666667,233,233
2634327,108.9666666666667,164,233
2627615,110.4666666666667,161,233
2611991,111.09999999999991,163,162
2645447,114.5666666666666,170,163
2649167,115.8166666666666,164,163
2692888,116.70000000000005,161,170
2676571,119.59999999999991,164,170
