id,arrival,origin,destination
14289918,3.8833333333333258,162,170
14287418,6.2333333333333485,164,164
14282018,11.916666666666742,162,162
14275855,16.533333333333303,170,163
14283568,19.65000000000009,163,164
14284354,20.549999999999955,161,170
14257254,20.666666666666742,170,161
14265754,21.799999999999955,170,161
14268014,22.86666666666656,161,163
14260597,24.76666666666665,161,161
14274826,27.816666666666606,233,233
14255671,28.950000000000045,161,162
14269743,29.466666666666697,162,170
14279857,29.716666666666697,163,164
14282461,32.0,161,170
14257992,35.84999999999991,162,163
14265710,36.799999999999955,233,164
14287801,39.683333333333394,161,164
14267236,49.950000000000045,170,161
14279905,50.0,170,161
14263950,50.13333333333344,163,161
14261550,50.38333333333344,161,161
14265571,50.4666666666667,233,161
14267481,52.433333333333394,161,164
14286058,57.13333333333344,164,170
14296550,57.933333333333394,163,161
14322300,59.549999999999955,163,170
14298235,60.48333333333335,161,233
14317152,60.98333333333335,161,170
14316578,61.13333333333344,161,162
14297698,62.36666666666656,163,163
14315314,66.7166666666667,161,233
14320880,69.0,164,161
14312974,69.48333333333335,164,162
14304364,69.75,161,161
14325321,71.33333333333326,162,163
14324168,71.7166666666667,164,233
14293219,75.75,162,170
14316017,76.75,170,161
14321671,77.75,161,163
14324005,78.08333333333326,170,170
14298642,78.25,233,164
14294796,80.20000000000005,170,170
14303407,81.51666666666665,164,162
14309995,82.0333333333333,162,162
14320610,82.58333333333326,233,170
14313990,82.61666666666656,161,170
14310127,84.76666666666665,161,163
14297601,85.48333333333335,161,162
14328282,86.5333333333333,161,164
14310977,87.58333333333326,161,170
14298925,88.91666666666674,163,162
14299907,89.75,170,161
14308238,92.73333333333335,164,170
14313728,94.3166666666666,164,162
14308405,95.01666666666665,170,233
14320066,96.34999999999991,161,170
14305452,96.4666666666667,161,162
14326298,96.54999999999995,163,164
14302324,96.58333333333326,163,163
14324982,98.5,161,233
14317452,99.75,233,164
14325036,100.45000000000005,162,170
14323911,100.70000000000005,161,163
14298382,101.1833333333334,164,161
14323233,105.33333333333326,162,164
14304484,106.6833333333334,161,233
14309063,108.8166666666666,164,170
14304482,110.84999999999991,164,164
14325157,116.1833333333334,170,233
14295092,116.2166666666667,233,161
