id,arrival,origin,destination
4457398,10.849999999999909,161,164
4435701,17.5,161,161
4457372,18.666666666666742,233,163
4460518,25.816666666666606,170,163
4435193,26.316666666666606,161,162
4459319,29.533333333333303,162,170
4457471,38.59999999999991,170,164
4447476,42.2833333333333,162,170
4456632,47.2166666666667,164,162
4465983,59.23333333333335,163,164
4467020,60.40000000000009,163,162
4463849,61.200000000000045,161,170
4472979,64.23333333333335,161,233
4464158,65.16666666666674,164,161
4470759,68.4666666666667,162,233
4488874,70.1833333333334,163,162
4493880,72.8166666666666,170,233
4467492,74.25,161,161
4476342,77.48333333333335,233,163
4493887,79.38333333333344,163,163
4480803,80.70000000000005,161,161
4496524,82.5666666666666,162,163
4466987,91.3166666666666,161,161
4484789,91.6833333333334,164,163
4467352,92.95000000000005,170,161
4496230,93.88333333333344,233,162
4470575,94.2166666666667,161,164
4470058,99.04999999999995,164,161
4464447,99.91666666666674,163,161
4470217,100.08333333333326,162,233
4476026,105.26666666666665,162,161
4479603,107.16666666666674,161,164
4463490,110.26666666666665,170,163
4491128,116.83333333333326,164,233
