id,arrival,origin,destination
5621435,0.18333333333328028,162,161
5606380,2.0833333333333712,163,170
5623611,4.9166666666667425,164,161
5616744,6.183333333333394,161,161
5600087,8.700000000000045,170,161
5610858,8.983333333333348,163,163
5594455,10.483333333333348,161,233
5602849,13.650000000000091,163,164
5611181,15.25,170,163
5603980,17.216666666666697,164,170
5610117,17.76666666666665,170,164
5597638,20.566666666666606,162,164
5619986,32.09999999999991,164,233
5602146,34.566666666666606,161,161
5595167,35.34999999999991,162,233
5601800,40.75,163,164
5595065,43.33333333333326,163,161
5589920,43.433333333333394,163,162
5608624,43.4666666666667,162,170
5607613,43.5333333333333,161,162
5590387,44.13333333333344,161,161
5595665,46.76666666666665,162,163
5622006,49.33333333333326,163,233
5607914,53.950000000000045,161,161
5620972,55.66666666666674,161,162
5595041,56.51666666666665,162,170
5637060,60.9666666666667,161,164
5655876,62.683333333333394,170,161
5648614,62.933333333333394,162,170
5656943,63.36666666666656,161,164
5632038,63.40000000000009,163,233
5631218,65.70000000000005,161,164
5657086,66.90000000000009,163,163
5626528,68.36666666666656,170,162
5626645,68.51666666666665,161,233
5650710,70.41666666666674,164,161
5631103,70.5,170,233
5647923,70.86666666666656,161,170
5661639,71.58333333333326,161,170
5649005,76.01666666666665,170,162
5645339,76.5333333333333,163,163
5637627,79.01666666666665,162,170
5639246,81.0,233,163
5629880,82.0333333333333,162,164
5630639,82.04999999999995,164,161
5654080,83.6833333333334,164,170
5639594,85.51666666666665,164,164
5643184,86.70000000000005,170,164
5626674,88.51666666666665,161,162
5657791,91.70000000000005,161,170
5636992,93.11666666666656,161,162
5629251,93.20000000000005,164,163
5661213,94.5,161,164
5651393,100.13333333333344,162,164
5644657,102.5333333333333,163,233
5627943,103.2833333333333,162,163
5659914,104.38333333333344,170,161
5660314,106.83333333333326,161,163
5636486,107.83333333333326,162,161
5627069,112.04999999999995,233,161
5640795,114.63333333333344,161,161
5664820,114.79999999999995,233,162
5646080,117.1833333333334,161,164
