time,idle_drivers,pending_requests,feasible_pairs,baseline_matches,evaluated_candidates,candidates_with_different_future_count,candidates_with_higher_future_count,baseline_future_count,selected_future_count,accepted_improvements,changed_from_same_state_baseline,score_gain
47,7,3,1,1,0,0,0,5.5,5.5,0,False,0.0
48,6,5,0,0,0,0,0,,,0,False,0.0
49,6,4,0,0,0,0,0,,,0,False,0.0
50,6,4,0,0,0,0,0,,,0,False,0.0
51,6,4,0,0,0,0,0,,,0,False,0.0
52,6,4,0,0,0,0,0,,,0,False,0.0
53,7,5,3,1,2,0,0,5,5,0,False,0.0
54,7,4,0,0,0,0,0,,,0,False,0.0
55,8,4,0,0,0,0,0,,,0,False,0.0
56,9,2,3,1,2,0,0,6,6,0,False,0.0
57,8,1,0,0,0,0,0,,,0,False,0.0
60,9,1,1,1,0,0,0,6.5,6.5,0,False,0.0
61,8,1,6,1,10,9,9,4,4.5,1,True,3.4666666666666686
64,8,1,5,1,8,7,7,4.5,5.5,1,True,8.466666666666669
65,7,1,0,0,0,0,0,,,0,False,0.0
66,7,1,0,0,0,0,0,,,0,False,0.0
67,7,3,0,0,0,0,0,,,0,False,0.0
68,7,5,4,2,2,0,0,6.5,6.5,0,False,0.0
69,6,3,0,0,0,0,0,,,0,False,0.0
70,6,3,0,0,0,0,0,,,0,False,0.0
71,6,3,0,0,0,0,0,,,0,False,0.0
72,6,3,0,0,0,0,0,,,0,False,0.0
73,6,2,0,0,0,0,0,,,0,False,0.0
74,6,2,0,0,0,0,0,,,0,False,0.0
77,8,1,0,0,0,0,0,,,0,False,0.0
78,9,3,1,1,0,0,0,6.5,6.5,0,False,0.0
79,8,2,0,0,0,0,0,,,0,False,0.0
80,8,2,0,0,0,0,0,,,0,False,0.0
81,9,3,1,1,0,0,0,6,6,0,False,0.0
82,8,2,0,0,0,0,0,,,0,False,0.0
83,9,2,0,0,0,0,0,,,0,False,0.0
84,10,3,0,0,0,0,0,,,0,False,0.0
85,10,2,0,0,0,0,0,,,0,False,0.0
86,10,1,0,0,0,0,0,,,0,False,0.0
87,10,1,0,0,0,0,0,,,0,False,0.0
88,10,1,0,0,0,0,0,,,0,False,0.0
89,10,2,0,0,0,0,0,,,0,False,0.0
90,10,2,0,0,0,0,0,,,0,False,0.0
91,10,2,0,0,0,0,0,,,0,False,0.0
92,11,1,0,0,0,0,0,,,0,False,0.0
93,11,1,0,0,0,0,0,,,0,False,0.0
94,11,3,2,1,1,0,0,4.5,4.5,0,False,0.0
95,10,3,3,1,2,0,0,4,4,0,False,0.0
96,9,2,0,0,0,0,0,,,0,False,0.0
97,9,2,0,0,0,0,0,,,0,False,0.0
98,9,2,0,0,0,0,0,,,0,False,0.0
99,9,2,0,0,0,0,0,,,0,False,0.0
100,9,3,0,0,0,0,0,,,0,False,0.0
101,10,3,0,0,0,0,0,,,0,False,0.0
102,10,2,0,0,0,0,0,,,0,False,0.0
103,10,2,0,0,0,0,0,,,0,False,0.0
104,10,3,0,0,0,0,0,,,0,False,0.0
105,10,2,0,0,0,0,0,,,0,False,0.0
106,10,2,0,0,0,0,0,,,0,False,0.0
107,11,3,3,1,2,0,0,2.5,2.5,0,False,0.0
108,11,1,0,0,0,0,0,,,0,False,0.0
109,11,1,0,0,0,0,0,,,0,False,0.0
110,11,3,2,1,1,0,0,2,2,0,False,0.0
111,10,2,0,0,0,0,0,,,0,False,0.0
112,10,2,0,0,0,0,0,,,0,False,0.0
113,10,2,0,0,0,0,0,,,0,False,0.0
114,10,2,0,0,0,0,0,,,0,False,0.0
115,10,2,0,0,0,0,0,,,0,False,0.0
116,10,3,0,0,0,0,0,,,0,False,0.0
117,10,4,0,0,0,0,0,,,0,False,0.0
118,10,3,0,0,0,0,0,,,0,False,0.0
119,10,3,0,0,0,0,0,,,0,False,0.0
120,10,2,0,0,0,0,0,,,0,False,0.0
121,10,2,0,0,0,0,0,,,0,False,0.0
122,10,2,0,0,0,0,0,,,0,False,0.0
123,11,2,0,0,0,0,0,,,0,False,0.0
124,11,1,0,0,0,0,0,,,0,False,0.0
