time,idle_drivers,pending_requests,feasible_pairs,baseline_matches,evaluated_candidates,candidates_with_different_future_count,candidates_with_higher_future_count,baseline_future_count,selected_future_count,accepted_improvements,changed_from_same_state_baseline,score_gain
99,6,1,0,0,0,0,0,,,0,False,0.0
100,6,1,0,0,0,0,0,,,0,False,0.0
101,6,2,0,0,0,0,0,,,0,False,0.0
102,6,3,0,0,0,0,0,,,0,False,0.0
103,6,4,6,1,5,0,0,1.5,1.5,0,False,0.0
104,6,3,0,0,0,0,0,,,0,False,0.0
105,6,2,0,0,0,0,0,,,0,False,0.0
106,8,2,0,0,0,0,0,,,0,False,0.0
107,8,3,2,1,1,0,0,2.5,2.5,0,False,0.0
108,7,3,7,1,6,0,0,2,2,0,False,0.0
109,7,2,0,0,0,0,0,,,0,False,0.0
110,8,1,0,0,0,0,0,,,0,False,0.0
111,8,1,0,0,0,0,0,,,0,False,0.0
112,9,2,0,0,0,0,0,,,0,False,0.0
113,9,4,3,1,2,0,0,0.5,0.5,0,False,0.0
114,8,4,2,1,1,1,0,2.5,2.5,0,False,0.0
115,7,3,0,0,0,0,0,,,0,False,0.0
116,7,5,6,1,5,0,0,0.5,0.5,0,False,0.0
117,6,3,0,0,0,0,0,,,0,False,0.0
118,6,3,0,0,0,0,0,,,0,False,0.0
119,7,4,0,0,0,0,0,,,0,False,0.0
120,7,4,1,1,0,0,0,0,0,0,False,0.0
121,6,2,0,0,0,0,0,,,0,False,0.0
122,7,2,0,0,0,0,0,,,0,False,0.0
123,8,2,0,0,0,0,0,,,0,False,0.0
124,8,1,0,0,0,0,0,,,0,False,0.0
125,8,1,0,0,0,0,0,,,0,False,0.0
126,8,1,0,0,0,0,0,,,0,False,0.0
