time,idle_drivers,pending_requests,feasible_pairs,baseline_matches,evaluated_candidates,candidates_with_different_future_count,candidates_with_higher_future_count,baseline_future_count,selected_future_count,accepted_improvements,changed_from_same_state_baseline,score_gain
1,12,1,5,1,0,0,0,,,0,False,0.0
6,11,1,7,1,0,0,0,,,0,False,0.0
7,10,1,7,1,0,0,0,,,0,False,0.0
9,9,1,7,1,0,0,0,,,0,False,0.0
11,8,1,5,1,0,0,0,,,0,False,0.0
12,7,1,4,1,0,0,0,,,0,False,0.0
13,6,1,3,1,0,0,0,,,0,False,0.0
14,5,1,3,1,0,0,0,,,0,False,0.0
16,4,1,2,1,0,0,0,,,0,False,0.0
19,3,1,2,1,0,0,0,,,0,False,0.0
22,4,2,4,2,0,0,0,,,0,False,0.0
23,2,1,2,1,0,0,0,,,0,False,0.0
26,3,1,1,1,0,0,0,,,0,False,0.0
28,3,1,1,1,0,0,0,,,0,False,0.0
33,6,1,4,1,0,0,0,,,0,False,0.0
35,5,2,6,2,0,0,0,,,0,False,0.0
36,3,1,2,1,0,0,0,,,0,False,0.0
38,4,1,4,1,0,0,0,,,0,False,0.0
40,5,1,2,1,0,0,0,,,0,False,0.0
41,4,1,2,1,0,0,0,,,0,False,0.0
42,3,1,1,1,0,0,0,,,0,False,0.0
46,4,1,4,1,0,0,0,,,0,False,0.0
47,3,1,3,1,0,0,0,,,0,False,0.0
48,2,3,4,2,0,0,0,,,0,False,0.0
53,1,3,1,1,0,0,0,,,0,False,0.0
54,3,2,0,0,0,0,0,,,0,False,0.0
55,4,2,0,0,0,0,0,,,0,False,0.0
56,4,3,2,1,0,0,0,,,0,False,0.0
57,3,2,0,0,0,0,0,,,0,False,0.0
58,3,1,0,0,0,0,0,,,0,False,0.0
59,6,1,0,0,0,0,0,,,0,False,0.0
60,6,1,5,1,0,0,0,,,0,False,0.0
61,5,1,4,1,0,0,0,,,0,False,0.0
64,6,1,5,1,0,0,0,,,0,False,0.0
65,6,1,4,1,0,0,0,,,0,False,0.0
67,6,2,6,2,0,0,0,,,0,False,0.0
68,4,2,7,2,0,0,0,,,0,False,0.0
77,6,1,5,1,0,0,0,,,0,False,0.0
78,5,2,5,2,0,0,0,,,0,False,0.0
81,5,1,3,1,0,0,0,,,0,False,0.0
84,8,1,6,1,0,0,0,,,0,False,0.0
89,7,1,5,1,0,0,0,,,0,False,0.0
94,7,2,7,2,0,0,0,,,0,False,0.0
95,6,1,5,1,0,0,0,,,0,False,0.0
97,6,1,3,1,0,0,0,,,0,False,0.0
100,6,1,2,1,0,0,0,,,0,False,0.0
104,6,1,4,1,0,0,0,,,0,False,0.0
107,7,1,4,1,0,0,0,,,0,False,0.0
110,7,2,10,2,0,0,0,,,0,False,0.0
112,7,1,2,1,0,0,0,,,0,False,0.0
116,7,1,3,1,0,0,0,,,0,False,0.0
117,6,1,2,1,0,0,0,,,0,False,0.0
