time,idle_drivers,pending_requests,feasible_pairs,baseline_matches,evaluated_candidates,candidates_with_different_future_count,candidates_with_higher_future_count,baseline_future_count,selected_future_count,accepted_improvements,changed_from_same_state_baseline,score_gain
1,12,1,5,1,4,0,0,9,9,0,False,0.0
6,11,1,7,1,12,3,3,10,10.5,1,True,3.4749999999999943
7,10,1,7,1,6,0,0,7.5,7.5,0,False,0.0
9,9,1,8,1,7,0,0,12,12,0,False,0.0
11,8,1,5,1,4,0,0,7.5,7.5,0,False,0.0
12,7,1,5,1,4,0,0,9.5,9.5,0,False,0.0
13,6,1,4,1,3,0,0,12,12,0,False,0.0
14,5,1,4,1,3,0,0,12,12,0,False,0.0
16,4,1,2,1,1,0,0,9.5,9.5,0,False,0.0
19,3,1,2,1,1,0,0,10.5,10.5,0,False,0.0
22,4,2,5,2,5,2,2,10,10.5,1,True,4.224999999999994
23,2,1,1,1,0,0,0,10,10,0,False,0.0
26,3,1,0,0,0,0,0,,,0,False,0.0
27,3,1,0,0,0,0,0,,,0,False,0.0
28,4,2,2,1,0,0,0,12,12,0,False,0.0
29,4,1,1,1,0,0,0,11,11,0,False,0.0
33,6,1,3,1,2,0,0,7.5,7.5,0,False,0.0
35,5,2,8,2,5,0,0,12,12,0,False,0.0
36,3,1,1,1,0,0,0,8.5,8.5,0,False,0.0
38,4,1,4,1,3,0,0,8.5,8.5,0,False,0.0
40,4,1,3,1,2,0,0,9,9,0,False,0.0
41,4,1,1,1,0,0,0,11,11,0,False,0.0
42,3,1,0,0,0,0,0,,,0,False,0.0
43,4,1,0,0,0,0,0,,,0,False,0.0
44,4,1,0,0,0,0,0,,,0,False,0.0
45,4,1,0,0,0,0,0,,,0,False,0.0
46,5,2,5,1,4,0,0,10,10,0,False,0.0
47,4,2,4,1,3,0,0,11.5,11.5,0,False,0.0
48,3,4,6,2,3,0,0,11,11,0,False,0.0
49,1,2,0,0,0,0,0,,,0,False,0.0
50,1,3,1,1,0,0,0,10.5,10.5,0,False,0.0
53,1,2,1,1,0,0,0,10,10,0,False,0.0
54,2,1,0,0,0,0,0,,,0,False,0.0
55,4,1,0,0,0,0,0,,,0,False,0.0
56,5,2,2,1,1,1,0,12,12,0,False,0.0
57,4,1,0,0,0,0,0,,,0,False,0.0
60,6,1,5,1,4,0,0,11,11,0,False,0.0
61,5,1,4,1,3,0,0,11,11,0,False,0.0
64,5,1,4,1,3,0,0,10.5,10.5,0,False,0.0
65,5,1,3,1,2,0,0,11.5,11.5,0,False,0.0
67,6,2,8,2,5,0,0,12,12,0,False,0.0
68,4,2,7,2,4,0,0,12,12,0,False,0.0
77,6,1,5,1,4,0,0,12,12,0,False,0.0
78,5,2,5,2,3,0,0,12,12,0,False,0.0
81,5,1,4,1,3,0,0,12,12,0,False,0.0
84,8,1,6,1,5,0,0,12,12,0,False,0.0
89,7,1,5,1,4,0,0,8.5,8.5,0,False,0.0
94,7,2,7,2,4,0,0,10,10,0,False,0.0
95,6,1,5,1,4,1,0,9,9,0,False,0.0
97,6,1,4,1,3,0,0,11,11,0,False,0.0
100,6,1,3,1,2,0,0,9.5,9.5,0,False,0.0
104,6,1,3,1,2,0,0,4.5,4.5,0,False,0.0
107,7,1,3,1,2,0,0,4,4,0,False,0.0
110,7,2,8,2,5,1,0,3.5,3.5,0,False,0.0
112,7,1,3,1,2,0,0,1.5,1.5,0,False,0.0
116,7,1,2,1,1,0,0,1,1,0,False,0.0
117,6,1,1,1,0,0,0,0.5,0.5,0,False,0.0
